,fips,county,state,CPT_grocery_stores_2014,CPT_supercenters_2014,CPT_convenience_stores_2014,CPT_specialized_stores_2014,CPT_snap_authorized_stores_2012,CPT_wic_authorized_stores_2012
224,6077,San Joaquin,CA,0.220794665,0.0139743,0.229179273,0.065679426,0.6925349030949278,0.1594052
225,6079,San Luis Obispo,CA,0.261570931,0.00358316,0.318901545,0.13616021,0.46881898856397064,0.1310025
226,6081,San Mateo,CA,0.229375637,0.005273,0.189828113,0.079095047,0.340519754203576,0.1000932
227,6083,Santa Barbara,CA,0.301814518,0.00453856,0.220120363,0.07942487300000001,0.49391418878652465,0.1344931
228,6085,Santa Clara,CA,0.184735077,0.00580596,0.195291367,0.067032442,0.3944209101041412,0.0865304
229,6087,Santa Cruz,CA,0.261217642,0.00367912,0.21338906,0.110373652,0.513851820753491,0.09746
230,6089,Shasta,CA,0.205779627,0.0166848,0.467175369,0.0444929,0.807267460308572,0.134389
231,6091,Sierra,CA,0.333000333,0.0,0.666000666,0.0,0.6480881399870383,0.3240441
232,6093,Siskiyou,CA,0.435500138,0.0229211,0.687631796,0.06876318,0.9625402002083616,0.3170721
233,6095,Solano,CA,0.160044163,0.0162364,0.266740272,0.0603065,0.5262340654265208,0.1117034
234,6097,Sonoma,CA,0.277837743,0.00399767,0.271841245,0.143915953,0.5777753379053832,0.1402927
235,6099,Stanislaus,CA,0.25188112,0.00751884,0.268798508,0.071428974,0.850861691130338,0.2434228
236,6101,Sutter,CA,0.239965779,0.0208666,0.3964652,0.073033063,1.0330940904913248,0.168382
237,6103,Tehama,CA,0.15856153,0.0,0.443972283,0.063424612,0.9160542114836661,0.1419424
238,6105,Trinity,CA,0.759301443,0.0,0.53151101,0.0,1.1582630982305682,0.2217951
239,6107,Tulare,CA,0.266260438,0.0087299,0.349194017,0.063291416,0.9714727371820538,0.2455877
240,6109,Tuolumne,CA,0.260073192,0.0,0.408686445,0.111459939,0.6619389720041475,0.1481262
241,6111,Ventura,CA,0.204448709,0.00472714,0.217448338,0.068543498,0.4946284664364381,0.1495249
242,6113,Yolo,CA,0.192687509,0.0096344,0.255310949,0.067440628,0.6621986628649441,0.1616712
243,6115,Yuba,CA,0.162236703,0.0135197,0.324473407,0.081118352,0.9324520747058662,0.2468255
244,8001,Adams,CO,0.13729463,0.0228824,0.253787044,0.0436847,0.47215175000761517,0.0739777
245,8003,Alamosa,CO,0.247264635,0.0618162,0.49452927,0.0,0.763768474940137,0.2477087
246,8005,Arapahoe,CO,0.151901762,0.0242396,0.240780452,0.0533272,0.4691773039642053,0.0722026
247,8007,Archuleta,CO,0.245017968,0.0,0.490035936,0.163345312,0.7111295222314277,0.08285
248,8009,Baca,CO,0.274348422,0.0,0.548696845,0.0,1.5329245534524127,0.5331911
249,8011,Bent,CO,0.355239787,0.0,0.710479574,0.0,1.111496044806282,0.1732202
250,8013,Boulder,CO,0.191489565,0.0159575,0.232978971,0.067021348,0.3556401303995615,0.0622302
251,8014,Broomfield,CO,0.112652483,0.0321864,0.225304966,0.096559271,0.313046759751621,0.1029195
252,8015,Chaffee,CO,0.381201329,0.0544573,0.980231988,0.0,0.8172635445362719,0.1652893
253,8017,Cheyenne,CO,1.068947087,0.0,1.068947087,0.0,1.0672358591248665,1.067236
254,8019,Clear Creek,CO,0.108849461,0.0,1.088494612,0.108849461,0.4431641923332595,0.110791
255,8021,Conejos,CO,0.362976407,0.0,0.241984271,0.0,1.067472306143001,0.2416919
256,8023,Costilla,CO,0.560538117,0.0,1.121076233,0.0,3.199777406789093,0.2782415
257,8025,Crowley,CO,0.186567164,0.0,0.186567164,0.0,0.3727865796831314,0.1863933
258,8027,Custer,CO,0.45861041,0.0,0.45861041,0.229305205,0.7648858554954108,0.2353495
259,8029,Delta,CO,0.200870439,0.0334784,0.368262471,0.100435219,0.41349018576936564,0.1643007
260,8031,Denver,CO,0.180760459,0.0120507,0.323862489,0.070797847,0.5610168199937458,0.0520287
261,8033,Dolores,CO,0.505561173,0.0,0.505561173,0.0,0.5015045135406219,0.5015045
262,8035,Douglas,CO,0.082634647,0.0286043,0.181160572,0.069921624,0.2509375227045365,0.0536526
263,8037,Eagle,CO,0.340129627,0.0377922,0.359025718,0.170064814,0.300407397411677,0.1349424
264,8039,Elbert,CO,0.0413309,0.0413309,0.247985121,0.082661707,0.1675006058532552,0.0855322
265,8041,El Paso,CO,0.088919835,0.0210996,0.271280853,0.069327329,0.4390425925581377,0.0651199
266,8043,Fremont,CO,0.129026709,0.0215045,0.344071223,0.0430089,0.5432304579521815,0.106865
267,8045,Garfield,CO,0.19143419,0.0174031,0.469883921,0.069612433,0.5223605429037979,0.1229084
268,8047,Gilpin,CO,0.170910955,0.0,0.170910955,0.0,0.6525830146300007,0.0
269,8049,Grand,CO,0.34373711,0.0,0.824969064,0.068747422,0.6516379006692498,0.211342
